0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.5980119,0.52995247,0.23204155,0.70423234,0.3726241,0.8756409,0.6138271,0.39845604,0.44047686,0.56905013,0.22648439,0.7508451,0.59165144,0.89547384,0.6259444,0.30126783,0.33425546,0.49644047,0.15026024,0.7352895,0.47088447,0.52277946,0.36310118,0.7075505,0.7094097,0.8609946,0.25726667,0.5555767,0.41658452,0.82688797,0.60345095,0.47626448,0.39333773,0.77410007,0.7108891,0.351772,0.31605875,0.55069053,0.29759222,0.40798712,0.45679402,0.64653784,0.53366774,0.6824863,0.36376503,0.25428343,0.34734502,0.40453961,0.4858546,0.3896255,0.40617275,0.67708695,0.3330143,0.90908366,0.76412505,0.35607174,0.60523784,0.4564438,0.05254257,0.8380064,0.20658734,0.52667093,0.15262748,0.5046459,0.76790243,0.5442791,0.47210017,0.6911163,0.53738713,0.7114399,0.7104126,0.6493276,0.2675685,0.47529212,0.33617672,0.44700637,0.62585574,0.62424606,0.40897575,0.6677137,0.48873398,0.48515102,0.52590626,0.07415625,0.67218244,0.1632419,0.06625933,0.16419184,0.14211592,0.9292149,0.5552428,0.84843856,0.38376388,0.2874961,0.49968234,0.73246104,0.6349073,0.07425806,0.43925303,0.35079864,0.29428726,0.5280424,0.3598135,0.20225605,0.54827136,0.4219513,0.3952417,0.21331234,0.7557669,0.50524664,0.6103725,0.34844565,0.37723133,0.47880378,0.3054586,0.4291253,0.17188512,0.7956302,0.38170922,0.33637324,0.22841789,0.21548308,0.8176033,0.30874932,0.23071691,0.32373878,0.21095325,0.34191003,0.1042034,0.49426365,0.7608089,0.8438812,0.14977865,0.28488448,0.26693314,0.83721733,0.95044166,0.54485947,0.56016356,0.44096357,0.3147779,0.5777127,0.48270336,0.7744197,0.3411118,0.69557893,0.36579728,0.38197294,0.34170437,0.26215386,0.49557504,0.3279082,0.6776215,0.49156752,0.35673866,0.7116181,0.9117584,0.19603607,0.44386533,0.28469104,0.34191105,0.49432474,0.49796468,0.39865664,0.30324715,0.5243566,0.4680957,0.64475095,0.10484078,0.2280096,0.5591464,0.20828362,0.4076725,0.38373843,0.22095676,0.4466093,0.47054031,0.72183645,0.3360342,0.44637308,0.7340005,0.2726624,0.4251402,0.43741015,0.24694142,0.45908898,0.4043594,0.77791107,0.1249944,0.5640326,0.5884157,0.2796908,0.6093146,0.5311111,0.65450394,0.4726245,0.53730875,0.27787948,0.3963688,0.32272163
0.58654326,0.5799975,0.2994453,0.6649636,0.36286396,0.8901152,0.51290834,0.34087762,0.44444466,0.52583706,0.16829506,0.6407923,0.63003534,0.8600792,0.6722771,0.2898053,0.37591586,0.54901665,0.23847128,0.7141371,0.5387118,0.45811257,0.43894452,0.7222804,0.7096449,0.8888792,0.28650847,0.48805994,0.39657447,0.77784383,0.68785506,0.46661732,0.34602854,0.76381755,0.6799948,0.3707802,0.34305242,0.5227724,0.32889786,0.42703298,0.4328793,0.70321006,0.5354231,0.6685995,0.3940138,0.29017082,0.34663942,0.43861055,0.45832843,0.40157062,0.44509426,0.7318919,0.3219855,0.97533286,0.71436816,0.35250917,0.5485513,0.4228921,0.016804866,0.7927763,0.25656006,0.40885153,0.1522925,0.4853292,0.7985483,0.47914994,0.47564235,0.6567073,0.5616735,0.6266927,0.6696116,0.7019374,0.269166,0.44294184,0.38692528,0.48423368,0.54995847,0.6346446,0.3963189,0.67723966,0.47751275,0.53080267,0.5085913,0.08023165,0.6346191,0.16017109,0.071909145,0.10313738,0.15347664,0.94547707,0.48069555,0.74609226,0.4088434,0.2850036,0.4394699,0.7438401,0.6087801,0.15683761,0.4212284,0.34407568,0.14440985,0.5281788,0.34466115,0.19886759,0.5731432,0.45393094,0.44268018,0.2093364,0.7341451,0.59828174,0.62938577,0.4142804,0.44081387,0.49831086,0.2752811,0.41697145,0.11568325,0.9071563,0.37478364,0.2952871,0.185945,0.22127952,0.79293615,0.27565783,0.24219675,0.31993186,0.18933143,0.3546117,0.07203947,0.5192006,0.7246914,0.7896128,0.17245121,0.30297223,0.21258333,0.81526965,0.99281377,0.56083554,0.51875365,0.4359226,0.35155514,0.57161593,0.43943426,0.6814529,0.35677224,0.6001959,0.335687,0.36439425,0.3676127,0.2172211,0.45774907,0.32486895,0.6352311,0.47200242,0.3731006,0.6803787,0.9037668,0.17896037,0.4015228,0.31463537,0.3058455,0.49836585,0.49926385,0.41407984,0.4270513,0.47474435,0.4183816,0.6432105,0.09333649,0.20794456,0.5420188,0.1423389,0.38932717,0.40007392,0.25303414,0.4392245,0.43811065,0.72544074,0.31841072,0.44767022,0.72591317,0.2998495,0.42176294,0.4094431,0.29174998,0.47370887,0.42502514,0.7834163,0.17827006,0.53781986,0.57638705,0.2387126,0.59680843,0.51175475,0.64716095,0.4847051,0.54436666,0.36332822,0.38556603,0.33569717
0.6340337,0.47758603,0.27411327,0.7133999,0.31391552,0.88637346,0.6590613,0.36495933,0.41663137,0.5048913,0.20464061,0.6676516,0.5332483,0.9089137,0.7253685,0.3403492,0.35342246,0.4457581,0.12243371,0.73426014,0.49905717,0.43510908,0.38084072,0.6197559,0.6327518,0.900192,0.34188256,0.4934654,0.37655628,0.7409882,0.6688846,0.41747645,0.36954212,0.75796515,0.7180957,0.2945876,0.31033868,0.59561414,0.22993597,0.3754149,0.48469287,0.59378856,0.43314707,0.68622804,0.33424628,0.27098545,0.31726122,0.42383695,0.3394094,0.3955614,0.4104623,0.66307896,0.31403768,0.9317084,0.7621366,0.4312197,0.53987145,0.4172321,0.053266488,0.77739483,0.26625708,0.5201404,0.13905428,0.4418952,0.6981447,0.5072117,0.39127186,0.57694197,0.5425309,0.7020402,0.7094087,0.60969335,0.25140405,0.4189487,0.4358442,0.40812966,0.5918316,0.6836205,0.39061412,0.6107614,0.40853083,0.50059056,0.5250052,0.06191277,0.67497325,0.11590623,0.12215473,0.11987505,0.20160341,0.91460013,0.51478994,0.7702066,0.32916564,0.26861516,0.47106874,0.6616464,0.54262865,0.15818363,0.4061534,0.30772707,0.34656206,0.57141536,0.34909016,0.275778,0.48655713,0.37554523,0.41367155,0.19380933,0.7587023,0.48094904,0.63114923,0.34191105,0.32062423,0.48749587,0.29242095,0.44595972,0.15054126,0.8865272,0.4020512,0.22425154,0.13762477,0.20320703,0.81373227,0.3739732,0.24941455,0.32712114,0.2062819,0.46524176,0.0888423,0.45499086,0.81386155,0.8056011,0.14079027,0.31659532,0.21871576,0.7905017,0.91805476,0.551164,0.5624046,0.43363783,0.3240524,0.560077,0.3996178,0.74940234,0.3472605,0.6358868,0.25765154,0.44500262,0.31789452,0.19300702,0.40192392,0.3256499,0.61856365,0.51567876,0.39466032,0.6929154,0.9040926,0.19531825,0.43319798,0.32339975,0.28369832,0.40585202,0.4938747,0.37735656,0.2804473,0.73832977,0.58700556,0.6078688,0.11740905,0.2125141,0.60162336,0.125084,0.39183185,0.3638373,0.24838926,0.42278823,0.41155887,0.6727068,0.27435765,0.40855426,0.80512667,0.24975361,0.3186327,0.47997975,0.21445167,0.4518437,0.4829681,0.79441655,0.09220124,0.5251722,0.56023383,0.25181133,0.5582759,0.51975757,0.68595415,0.4678819,0.5340832,0.23689821,0.44763052,0.31140673
0.5572648,0.5491052,0.3528971,0.685386,0.3858888,0.9761372,0.57369095,0.37606043,0.44530502,0.5340496,0.2694796,0.6550416,0.59348106,0.9188632,0.6860204,0.24662477,0.34752727,0.520344,0.20406127,0.6966867,0.57049185,0.46259862,0.44957012,0.7409485,0.6828131,0.87163544,0.34094888,0.46074656,0.43055788,0.72345024,0.6686168,0.50188464,0.37185845,0.7746295,0.6644352,0.37979507,0.33479306,0.48644817,0.29681537,0.43170026,0.41698265,0.68333846,0.54582876,0.6754976,0.36931708,0.2653163,0.37531412,0.42728344,0.44273517,0.41366443,0.43809843,0.66629946,0.35356706,0.89967686,0.7035838,0.35491714,0.61350334,0.43517017,0.04963061,0.818034,0.18825115,0.55730253,0.13303997,0.48497388,0.7828196,0.57677394,0.46756014,0.63620955,0.58258873,0.6204768,0.73528033,0.67519826,0.28950086,0.4267642,0.398172,0.5082441,0.5536931,0.6495913,0.43976414,0.6753988,0.49344707,0.48776263,0.5513941,0.0,0.651253,0.13379647,0.099716336,0.10145741,0.17815195,0.93356144,0.541244,0.75601435,0.42794323,0.31252673,0.48033407,0.5832098,0.5743191,0.13301553,0.45283946,0.35545167,0.33969858,0.54609454,0.39160785,0.1679774,0.552342,0.3781314,0.44102058,0.26748195,0.7027142,0.605696,0.66177064,0.35748497,0.39104074,0.493723,0.2777186,0.44775474,0.17819776,0.85078233,0.34844363,0.28593117,0.19222201,0.25042254,0.75654477,0.27658334,0.28605843,0.36819813,0.18173589,0.36298,0.102475576,0.46623856,0.69856316,0.74207866,0.12690143,0.32322565,0.23230322,0.7860014,0.87207127,0.5797582,0.5427396,0.43861055,0.30948952,0.59019136,0.50181234,0.734478,0.3777241,0.62470526,0.30225137,0.4197938,0.38172755,0.29042637,0.47967735,0.2973265,0.6511797,0.49159908,0.32697964,0.67179245,0.97726125,0.10562782,0.41835004,0.3096005,0.3552297,0.52738565,0.45508963,0.44770586,0.27410716,0.5892282,0.4527682,0.60834223,0.12781574,0.23445766,0.5531514,0.17213559,0.3889596,0.42310998,0.2508349,0.46975836,0.4824824,0.60789424,0.36388516,0.5239687,0.7227243,0.30231655,0.48021597,0.43144062,0.30291113,0.5246437,0.4471367,0.7201269,0.1349582,0.5661779,0.60258144,0.29801783,0.6442225,0.4779088,0.6621545,0.5299036,0.5265935,0.34124416,0.42768764,0.35092592
0.58781904,0.51764995,0.3094488,0.69249386,0.34850776,0.9018822,0.62065905,0.32672814,0.45419058,0.5158264,0.16026069,0.69805104,0.5767617,0.87542,0.83070004,0.26658088,0.35564208,0.4726795,0.18032472,0.70298916,0.528414,0.45635113,0.3825706,0.6811077,0.6554519,0.9299826,0.30853346,0.52491355,0.37170368,0.77510905,0.68034816,0.43715358,0.40114605,0.7730116,0.741704,0.3446204,0.33759096,0.5244584,0.2659659,0.39071187,0.44667345,0.6718882,0.5155057,0.69040257,0.33957437,0.25204653,0.32799065,0.41912892,0.39604196,0.38356125,0.3957467,0.6710492,0.3227746,0.94209373,0.78983074,0.3477818,0.58723766,0.4231843,0.08098001,0.7414484,0.22243513,0.5721016,0.16937025,0.48824322,0.7701781,0.5932194,0.42353252,0.666834,0.6145836,0.7025218,0.70295554,0.6232452,0.27039087,0.41444638,0.38188943,0.42296845,0.60242975,0.71559507,0.39168727,0.68463564,0.45031542,0.5011923,0.5322148,0.001845939,0.6643517,0.15514643,0.18522109,0.08814893,0.12692282,0.8754963,0.50139695,0.8079745,0.3716039,0.29670948,0.43399522,0.70979965,0.61509067,0.15054533,0.39549014,0.33251542,0.25155067,0.5714418,0.3329013,0.20119716,0.57685643,0.3889606,0.43878466,0.25851595,0.745068,0.4965525,0.647949,0.36483818,0.39756718,0.4885395,0.25982735,0.4113359,0.17330444,0.8683549,0.3874089,0.27776137,0.20406127,0.21819243,0.8182285,0.3638088,0.19816099,0.3370656,0.26990825,0.3538053,0.086528,0.38315094,0.7678546,0.883208,0.13027258,0.29573205,0.21359031,0.86666274,0.8974277,0.5905824,0.54921013,0.4251453,0.36148533,0.57709265,0.44903153,0.7267654,0.30040646,0.6540295,0.30414414,0.41244465,0.32481295,0.25098252,0.45866236,0.33027238,0.662461,0.4802394,0.34501952,0.6706043,0.9021917,0.23632702,0.404395,0.2707238,0.27279374,0.47710547,0.39535064,0.40048933,0.28441715,0.6171046,0.4984259,0.61826026,0.13453464,0.23580877,0.6035314,0.14863831,0.32198653,0.42536828,0.27914914,0.43520582,0.42586005,0.70915514,0.3082667,0.40019712,0.7423271,0.2653601,0.37334803,0.44875866,0.27863905,0.4830587,0.4606254,0.8018889,0.09212691,0.5295279,0.61030936,0.21954557,0.57220745,0.5217338,0.65514946,0.5193065,0.49416998,0.27534628,0.4089605,0.31005868
0.60288286,0.529312,0.3842964,0.7011524,0.3822193,0.87568164,0.5555421,0.41491473,0.5251966,0.5429025,0.18312874,0.73153245,0.57487917,0.9001503,0.6099927,0.30716914,0.28400478,0.5326384,0.19478983,0.702254,0.49741384,0.46225548,0.38785285,0.7066199,0.76282996,0.9596826,0.3166503,0.49374846,0.3877205,0.8134563,0.67794424,0.5374055,0.39663252,0.7336523,0.6456754,0.32036358,0.34379876,0.5397747,0.31157678,0.39377043,0.44670805,0.7033516,0.45126334,0.6744743,0.38797605,0.355806,0.36644486,0.38108507,0.43034202,0.3476637,0.3822896,0.68081343,0.2948788,0.87926966,0.74299705,0.3368019,0.5744332,0.40984425,0.06386053,0.849924,0.19703795,0.5593816,0.1689528,0.48037174,0.75746316,0.5087349,0.43417135,0.6458149,0.5888647,0.6898405,0.6939987,0.6489519,0.28814363,0.50105685,0.32704175,0.43818802,0.5915527,0.6726233,0.40316507,0.6915368,0.5002759,0.51865894,0.5098966,0.058566052,0.6551067,0.13280375,0.10575306,0.06278229,0.1463515,0.8320817,0.5189766,0.7841056,0.4293442,0.27953094,0.4514741,0.7717633,0.63208693,0.062070586,0.4630303,0.36562216,0.28645653,0.57983863,0.38695076,0.21746749,0.5882141,0.4357556,0.38947073,0.18861769,0.76330847,0.5484933,0.72586536,0.34248734,0.37720585,0.45763505,0.2193847,0.4066513,0.114799485,0.853397,0.39222282,0.3033571,0.23345782,0.2316577,0.8189361,0.28880647,0.19189416,0.32420105,0.25384054,0.45261243,0.07389152,0.49566567,0.747812,0.8100322,0.12099504,0.3031952,0.29967338,0.7484656,0.86287516,0.6089236,0.54160136,0.42288902,0.34911358,0.5943129,0.4625253,0.7595922,0.347624,0.62649316,0.31034073,0.37945804,0.33546197,0.2676693,0.44380423,0.3819658,0.6417565,0.49675816,0.29734787,0.7136412,0.85824656,0.25712514,0.46515524,0.31714717,0.33633354,0.5299759,0.55111,0.4190037,0.23009278,0.60781485,0.4300549,0.6319831,0.07876142,0.2197431,0.54862875,0.17436945,0.41842946,0.33722648,0.27973458,0.42819065,0.4523579,0.7404475,0.33725905,0.53361684,0.75084203,0.27562526,0.47056678,0.4424684,0.26105425,0.44705322,0.4368746,0.74701166,0.16529451,0.57768214,0.6344654,0.15649448,0.59565794,0.46837774,0.6584779,0.5059461,0.5370043,0.30653378,0.3768536,0.31416497
0.6168816,0.5625206,0.35149,0.73061305,0.3928948,0.89759773,0.49504355,0.36951157,0.47178352,0.5667766,0.20016983,0.6245943,0.61742026,0.937963,0.6745252,0.28769767,0.34941292,0.5110115,0.19729757,0.7069162,0.52999216,0.48311064,0.41879904,0.6948601,0.7161337,0.9446351,0.33956012,0.4905066,0.39966562,0.7691375,0.70869595,0.5076729,0.4087711,0.75517637,0.66321135,0.33231482,0.41843048,0.53992134,0.32152632,0.46240312,0.44675693,0.7232497,0.54910624,0.66497076,0.40620124,0.23075052,0.3927207,0.5050277,0.48728818,0.42378196,0.4334057,0.6903822,0.3690595,0.93561816,0.7601532,0.365781,0.5481543,0.46114567,0.08073972,0.7592877,0.1876372,0.5483589,0.17130272,0.5212848,0.7787877,0.4644914,0.51334715,0.66170853,0.5903268,0.69904375,0.70275193,0.6428235,0.29244336,0.49691394,0.3942235,0.4767542,0.59536874,0.69608593,0.44583854,0.7294157,0.4893286,0.522303,0.5406819,0.009547363,0.7068755,0.15958564,0.050798446,0.081059426,0.12933281,0.9567706,0.5495288,0.75625056,0.41159043,0.29524535,0.47667783,0.75282645,0.62471646,0.13485536,0.43400335,0.3807267,0.23481911,0.48872176,0.38252884,0.2139935,0.57424074,0.46312806,0.44704202,0.15929343,0.69512784,0.5752915,0.63127244,0.33068576,0.4292475,0.51810914,0.31213066,0.44714487,0.16318385,0.8830929,0.3840174,0.30842757,0.2053513,0.26260492,0.81985956,0.377886,0.2747863,0.40623078,0.22653937,0.35836974,0.0956233,0.48885614,0.7467612,0.7727041,0.17179145,0.35315672,0.22472194,0.84997594,0.93021065,0.5645987,0.5545626,0.47188735,0.33521864,0.6426525,0.5063564,0.7068755,0.35990617,0.59427726,0.3797859,0.39649403,0.39987233,0.30774745,0.48645836,0.32929188,0.61423033,0.5084284,0.3339836,0.74099326,0.9187003,0.20086625,0.41308612,0.360681,0.34225622,0.5303139,0.44620815,0.4202031,0.29677567,0.551952,0.47536337,0.6505046,0.071598604,0.22364268,0.556379,0.15358049,0.41627806,0.4589953,0.2670869,0.4793668,0.45280588,0.64555734,0.3829809,0.4715768,0.752241,0.29769814,0.38584298,0.4724952,0.28923512,0.524714,0.46935618,0.69053185,0.098607555,0.58434606,0.5846566,0.17220584,0.64573854,0.5724875,0.69037914,0.5213826,0.5291278,0.34637064,0.42868853,0.37323296
0.5165941,0.48223704,0.2537448,0.60761124,0.31213474,0.9250608,0.5528399,0.3037379,0.39161396,0.5128208,0.19162028,0.64849985,0.54915917,0.75907797,0.5989028,0.23509096,0.28683326,0.43074012,0.17272408,0.65100247,0.5004144,0.3977128,0.4165998,0.68796915,0.6984552,0.8695676,0.24231079,0.4578804,0.37709692,0.7006504,0.6578334,0.4438531,0.26764894,0.7093069,0.62760806,0.30316466,0.35232285,0.4441942,0.2875521,0.3961957,0.36660165,0.6857169,0.4690151,0.6032636,0.34954324,0.2833725,0.34310946,0.42493862,0.3831947,0.37925848,0.40261322,0.62316376,0.25863713,0.92764187,0.65764606,0.2696924,0.43122682,0.3906019,0.052055884,0.7600544,0.19403943,0.5382007,0.09558766,0.44816914,0.77456737,0.47377503,0.38697925,0.5986544,0.5360788,0.6299315,0.72894937,0.5997601,0.21658881,0.4006838,0.30619678,0.44218433,0.55315655,0.632647,0.3507009,0.6564008,0.42544666,0.5111591,0.49227515,0.048900582,0.61954314,0.11130309,0.10953453,0.12906809,0.15116438,0.8883059,0.4581706,0.7387615,0.34325504,0.22636527,0.43342096,0.73027706,0.5684128,0.24084565,0.40718278,0.29408565,0.25649592,0.44698906,0.27839673,0.18843646,0.50120956,0.39721084,0.3845326,0.2067584,0.6922841,0.5359434,0.6107217,0.285643,0.33638954,0.43961346,0.20915517,0.37480807,0.11182439,0.8624699,0.33071527,0.23859856,0.1265023,0.22401941,0.7449346,0.29554164,0.18574747,0.30584756,0.1077955,0.32795808,0.051995814,0.43935078,0.7212846,0.74238616,0.13037033,0.26599237,0.1759751,0.8060817,0.9189416,0.51760924,0.4582887,0.35950297,0.25966546,0.53991324,0.40676022,0.69646573,0.3025548,0.66431504,0.32473254,0.2939594,0.3528248,0.1874743,0.40343997,0.2611978,0.6259474,0.44941434,0.29954407,0.63754636,0.8942123,0.0851993,0.3570339,0.26243082,0.28953344,0.46163034,0.42483476,0.34547973,0.25027797,0.48147443,0.35864365,0.55483246,0.088041,0.16902813,0.4805764,0.115013294,0.33722442,0.3470976,0.21783912,0.39995682,0.40370777,0.67352134,0.28204176,0.4436841,0.68856066,0.23481707,0.2807731,0.41903016,0.22487263,0.40059218,0.35386333,0.74256027,0.1683144,0.5542113,0.5723592,0.18019134,0.5542419,0.47344923,0.62743294,0.500896,0.49593446,0.3293703,0.31374648,0.2994514
0.54864097,0.54601204,0.31529614,0.64890814,0.3551676,0.86671466,0.59419686,0.31419244,0.4033626,0.53951305,0.19326665,0.6510595,0.635116,0.92220587,0.6286761,0.29166242,0.34221447,0.46316776,0.17708796,0.71126276,0.50901383,0.48026994,0.38565665,0.7257024,0.69957113,0.89670277,0.3097349,0.5066283,0.3902374,0.7767819,0.6353655,0.46358725,0.35094017,0.7653794,0.6617625,0.31830686,0.3561583,0.49807057,0.2846157,0.41862494,0.43540436,0.6715206,0.49593854,0.6875944,0.3881298,0.23273186,0.3101381,0.40318036,0.46499842,0.40468317,0.42284626,0.67977697,0.37883493,0.9600257,0.79817563,0.3426574,0.5498475,0.4305243,0.0030178505,0.86503875,0.19954875,0.50899655,0.1680843,0.48945993,0.73146117,0.49822736,0.43571693,0.6788677,0.55363,0.63855845,0.65956223,0.63030314,0.2360175,0.45626968,0.3830878,0.42021126,0.63118386,0.6846438,0.40302762,0.73298335,0.46417475,0.50307286,0.5102662,0.043416727,0.6452855,0.12563686,0.07704784,0.057423666,0.07843255,0.91865444,0.5326241,0.7649264,0.37582725,0.27420288,0.45101288,0.67149615,0.5966221,0.046771593,0.4263111,0.33378404,0.19929522,0.51153994,0.33528277,0.1398505,0.59430784,0.39365232,0.3951531,0.20293212,0.7104849,0.50320315,0.67419535,0.33756858,0.37860483,0.44420338,0.24910809,0.4178206,0.074306935,0.8056429,0.35327077,0.30451477,0.16474165,0.22064927,0.8159315,0.36266845,0.20678079,0.36178976,0.2976411,0.35508922,0.08489588,0.4830536,0.74700147,0.7904457,0.15040584,0.27960628,0.22461504,0.7770405,0.93005794,0.5648553,0.553238,0.41907904,0.28502804,0.5988998,0.44725582,0.7185233,0.3223765,0.63829166,0.3282625,0.3852117,0.33717555,0.23563263,0.46201417,0.3272474,0.6693295,0.47094658,0.37346205,0.69475317,0.86133057,0.28971466,0.36755058,0.3042368,0.2711667,0.47144243,0.4725125,0.4036599,0.26036495,0.541472,0.41895178,0.6230019,0.12918925,0.21673034,0.5585518,0.14501159,0.34360936,0.3637304,0.23542696,0.43833157,0.4325321,0.6756819,0.307722,0.51574904,0.77229786,0.28502294,0.48358917,0.4118124,0.25145292,0.478871,0.4184315,0.7546011,0.1290355,0.52736837,0.5985017,0.1622848,0.5909886,0.49283412,0.64034736,0.49808586,0.46247947,0.24613199,0.37058166,0.3055085
0.5536809,0.5612723,0.37066007,0.7330078,0.3823415,0.8844379,0.53904676,0.35973307,0.46374506,0.59035426,0.18451041,0.6490975,0.6157301,0.89977455,0.66715777,0.26269045,0.42416275,0.5143521,0.16838364,0.73849064,0.5645437,0.45114422,0.41073108,0.71883386,0.68892825,0.87973803,0.25858724,0.39199373,0.40653828,0.790574,0.6747808,0.5049239,0.40890247,0.7087326,0.63087636,0.40510774,0.34969088,0.4995184,0.32372862,0.4347853,0.44092995,0.67784446,0.54146796,0.67397237,0.4194751,0.33966804,0.38428214,0.43057925,0.44626617,0.42571342,0.471868,0.6638833,0.33858877,0.93735415,0.7451698,0.35834837,0.5964714,0.44791865,0.06589686,0.8162665,0.17022347,0.35587016,0.17256118,0.53285223,0.7965588,0.4926478,0.51276475,0.66598177,0.54301864,0.674567,0.71595854,0.69927585,0.29196483,0.47565967,0.38524532,0.4760201,0.6018769,0.66827875,0.43882743,0.7017531,0.48603174,0.5093682,0.5699838,0.07723315,0.6497023,0.15760633,0.097124085,0.09804654,0.09689703,0.9643315,0.5242344,0.7614218,0.41627398,0.29953694,0.49083343,0.7251007,0.60373706,0.060130976,0.45241284,0.37047273,0.28881052,0.5249777,0.37398335,0.17311099,0.5896314,0.43922147,0.4681171,0.2027183,0.6618093,0.5379227,0.6420304,0.38059536,0.40644255,0.5180643,0.3177876,0.43683386,0.1012049,0.80724144,0.385507,0.27849954,0.16999234,0.30619168,0.7760824,0.37830955,0.22434217,0.39084014,0.17552812,0.35579175,0.071605735,0.47225899,0.7498096,0.7562312,0.1525277,0.2739626,0.25237742,0.79907775,0.92960286,0.5620716,0.5402207,0.4727874,0.34109142,0.586866,0.4760313,0.6548278,0.35475117,0.56826204,0.3792188,0.44204688,0.39624155,0.26923218,0.47080404,0.3195083,0.6305129,0.50487804,0.3431013,0.69656146,0.9046027,0.18121155,0.43323362,0.33748204,0.34210145,0.46981436,0.45074713,0.4423452,0.2691059,0.51935947,0.4311016,0.6447458,0.10474507,0.22064824,0.54897594,0.16054069,0.42354065,0.39791846,0.278861,0.45460802,0.45915416,0.65343183,0.37270963,0.4897613,0.7325201,0.29397264,0.39806914,0.43976313,0.31338707,0.48878488,0.38010052,0.7522685,0.10279324,0.5039729,0.61802095,0.16015582,0.58359057,0.5077788,0.62914443,0.5580244,0.54709536,0.30285108,0.37902328,0.3788563
